meanB,meanG,meanR,modeB,modeG,modeR,batch,concentration,image,predicted_concentration
84.29967797468355,82.81192052980133,72.93582495948134,85.82278481012659,84.43708609271523,74.14910858995138,batch2,0.5,0.5-3_batch2.csv,3.367928504158499
83.74065018643833,81.70071209846893,79.3367714355113,82.86148322054964,81.05673971780246,81.61282487247996,batch2,2.0,2.0-5_batch2.csv,1.1008721790336153
92.53609214659684,83.68540972684876,93.31033030852994,91.09947643979058,84.9433710859427,94.37386569872956,batch1,20.0,20.0-4_batch1.csv,10.029458128268573
82.86716666666666,82.77182551319649,72.65048509266721,81.8452380952381,81.6532258064516,71.91780821917808,batch2,2.5,2.5-2_batch2.csv,6.506901439267267
90.22174042027194,84.16153770491803,89.9512052117264,90.85290482076638,84.8360655737705,91.20521172638436,batch1,15.0,15.0-1_batch1.csv,12.7374979318854
90.63057424419576,80.39499376844867,99.34730383480824,93.20193753131784,82.65004919645786,102.2615535889872,batch1,5.0,5.0-3_batch1.csv,0.49229015770004025
83.22459630996309,83.29621656277827,72.4194432748538,84.87084870848709,84.95102404274266,73.6842105263158,batch3,10.0,10.0-1_batch3.csv,6.219708133604058
83.89723284589425,84.36666486047142,70.34364070494598,83.98950131233595,84.52993768626389,70.49459920409322,batch3,15.0,15.0-1_batch3.csv,9.79598666065624
83.07729413336897,82.45466124917321,78.03373812179345,82.58719764800215,81.6403666257205,78.2957840731653,batch3,20.0,20.0-5_batch3.csv,7.036141536270463
87.7638352464551,88.42258994734321,81.91070790378008,88.31870357866306,88.750598372427,83.16151202749141,batch3,30.0,30.0-5_batch3.csv,28.375044614450417
85.54367656090072,83.41285745694394,75.41156810631229,87.51279426816787,84.92121656284354,76.61960132890366,batch3,5.0,5.0-2_batch3.csv,6.179838994786223
86.37479685330865,80.08013077648536,89.04622651149589,84.22026839426192,79.22037095253064,88.5608856088561,batch1,0.0,0.0-3_batch1.csv,0.8145826270679208
83.66455841584158,83.67825831842578,73.20933543307086,85.39603960396039,85.3309481216458,72.63779527559056,batch3,10.0,10.0-5_batch3.csv,10.36022205045714
